order_id,order_date,region,channel,customer_type,category,product,units_sold,unit_price,unit_cost,discount_pct,returned,net_sales,profit
10384,2026-02-23,Amman,Wholesale,Returning,Accessories,USB-C Cable,8,12.22,3.07,5.0,No,92.87,68.31
10341,2026-01-18,Amman,Retail,Returning,Home,Air Fryer,1,117.59,72.25,0.0,No,117.59,45.34
10172,2026-03-09,Irbid,Wholesale,New,Home,Coffee Maker,6,83.37,47.8,25.0,No,375.17,88.37
10052,2026-03-25,Amman,Online,New,Accessories,Backpack,3,46.12,22.68,10.0,No,124.52,56.48
10441,2026-03-06,Aqaba,Retail,Returning,Accessories,Backpack,2,46.76,23.05,0.0,No,93.52,47.42
10505,2026-01-08,Amman,Retail,Returning,Accessories,Backpack,1,46.72,22.71,20.0,No,37.38,14.67
10266,2026-01-13,Irbid,Online,Returning,Accessories,Backpack,6,43.72,21.66,0.0,No,262.32,132.36
10284,2026-06-02,Aqaba,Wholesale,Returning,Electronics,Wireless Earbuds,9,54.97,27.71,10.0,No,445.26,195.87
10010,2026-04-02,Zarqa,Online,Returning,Accessories,Phone Case,2,18.37,6.1,5.0,No,34.9,22.7
10563,2026-05-06,Amman,Online,Returning,Home,Air Fryer,2,112.83,71.48,15.0,No,191.81,48.85
10428,2026-02-15,Zarqa,Retail,Returning,Home,Blender,6,61.63,35.48,15.0,No,314.31,101.43
10633,2026-01-01,Aqaba,Retail,Returning,Electronics,Smart Watch,5,94.71,52.31,15.0,No,402.52,140.97
10588,2026-01-04,Zarqa,Retail,New,Home,Air Fryer,4,111.99,75.55,15.0,Yes,45.69,-256.51
10142,2026-01-11,Irbid,Wholesale,New,Accessories,Backpack,3,44.03,23.06,10.0,No,118.88,49.7
10515,2026-04-21,Zarqa,Retail,New,Home,Coffee Maker,1,83.29,48.45,20.0,Yes,8.0,-40.45
10176,2026-06-14,Amman,Online,New,Accessories,Backpack,1,44.39,22.9,10.0,No,39.95,17.05
10135,2026-01-16,Aqaba,Online,Returning,Electronics,Smart Watch,3,97.97,55.02,5.0,No,279.21,114.15
10592,2026-02-27,Amman,Online,New,Home,Blender,3,58.63,34.85,0.0,No,175.89,71.34
10180,2026-01-24,Amman,Retail,Returning,Home,Blender,3,59.44,33.78,10.0,No,160.49,59.15
10423,2026-05-11,Irbid,Wholesale,New,Accessories,Phone Case,8,18.64,6.32,15.0,No,126.75,76.19
10554,2026-03-22,Zarqa,Retail,New,Home,Coffee Maker,5,84.61,47.61,5.0,No,401.9,163.85
10550,2026-05-29,Amman,Wholesale,Returning,Electronics,Smart Watch,7,94.78,52.21,10.0,No,597.11,231.64
10088,2026-01-06,Zarqa,Wholesale,New,Electronics,Power Bank,10,35.84,18.87,0.0,No,358.4,169.7
10257,2026-05-07,Amman,Retail,Returning,Electronics,Wireless Earbuds,5,55.77,28.81,20.0,No,223.08,79.03
10288,2026-03-10,Amman,Online,Returning,Accessories,Phone Case,3,17.68,6.03,25.0,No,39.78,21.69
10567,2026-03-02,Irbid,Retail,New,Home,Coffee Maker,4,83.45,48.85,5.0,No,317.11,121.71
10589,2026-01-01,Zarqa,Wholesale,Returning,Accessories,Backpack,6,45.78,23.11,0.0,No,274.68,136.02
10474,2026-02-24,Amman,Retail,Returning,Accessories,USB-C Cable,3,12.19,3.16,25.0,No,27.43,17.95
10213,2026-06-23,Amman,Retail,Returning,Electronics,Power Bank,2,34.95,18.72,15.0,No,59.42,21.98
10575,2026-04-10,Amman,Online,New,Electronics,Smart Watch,6,94.53,52.11,15.0,No,482.1,169.44
10506,2026-03-01,Amman,Online,Returning,Home,Air Fryer,2,114.94,72.95,20.0,No,183.9,38.0
10045,2026-05-10,Amman,Retail,Returning,Home,Air Fryer,1,118.19,72.26,10.0,No,106.37,34.11
10473,2026-02-07,Zarqa,Online,New,Accessories,USB-C Cable,3,12.03,3.17,10.0,No,32.48,22.97
10582,2026-04-02,Zarqa,Online,Returning,Electronics,Smart Watch,2,94.14,51.69,30.0,No,131.8,28.42
10309,2026-03-19,Irbid,Retail,New,Electronics,Smart Watch,1,92.17,52.2,20.0,No,73.74,21.54
10460,2026-02-13,Zarqa,Retail,Returning,Home,Coffee Maker,5,84.19,50.7,20.0,No,336.76,83.26
10137,2026-05-13,Amman,Online,Returning,Home,Blender,3,61.38,35.57,10.0,No,165.73,59.02
10517,2026-02-19,Amman,Retail,New,Home,Air Fryer,5,117.56,74.99,5.0,No,558.41,183.46
10560,2026-04-29,Irbid,Online,Returning,Home,Air Fryer,6,116.63,71.45,20.0,No,559.82,131.12
10587,2026-04-28,Irbid,Retail,Returning,Accessories,USB-C Cable,1,11.68,2.99,0.0,Yes,1.4,-1.59
10336,2026-01-29,Aqaba,Online,Returning,Electronics,Smart Watch,2,94.28,52.14,10.0,No,169.7,65.42
10201,2026-04-06,Zarqa,Retail,Returning,Accessories,Phone Case,3,18.12,6.22,15.0,No,46.21,27.55
10085,2026-03-17,Zarqa,Online,Returning,Home,Air Fryer,5,113.65,72.42,20.0,No,454.6,92.5
10314,2026-01-19,Zarqa,Wholesale,Returning,Electronics,Power Bank,4,34.07,18.73,20.0,No,109.02,34.1
10144,2026-06-15,Amman,Wholesale,Returning,Accessories,Phone Case,7,17.94,6.07,25.0,No,94.19,51.7
10489,2026-05-12,Amman,Retail,New,Electronics,Wireless Earbuds,5,55.35,29.23,15.0,No,235.24,89.09
10048,2026-01-17,Irbid,Online,Returning,Electronics,Power Bank,4,33.96,17.71,0.0,No,135.84,65.0
10368,2026-04-30,Zarqa,Wholesale,New,Accessories,USB-C Cable,3,11.93,3.13,10.0,No,32.21,22.82
10100,2026-04-24,Zarqa,Retail,New,Electronics,Power Bank,1,35.1,17.92,25.0,No,26.33,8.41
10192,2026-04-02,Amman,Retail,Returning,Home,Coffee Maker,5,86.48,49.05,15.0,No,367.54,122.29
10425,2026-01-05,Zarqa,Online,Returning,Accessories,Phone Case,2,17.85,5.98,20.0,Yes,3.43,-8.53
10060,2026-02-13,Amman,Online,Returning,Home,Coffee Maker,1,84.3,49.68,15.0,No,71.66,21.98
10012,2026-06-23,Amman,Wholesale,Returning,Electronics,Wireless Earbuds,7,57.08,29.18,5.0,No,379.58,175.32
10027,2026-02-21,Amman,Online,New,Electronics,Wireless Earbuds,6,56.94,29.24,10.0,No,307.48,132.04
10573,2026-04-11,Amman,Wholesale,New,Home,Blender,10,62.32,33.93,0.0,No,623.2,283.9
10250,2026-02-16,Amman,Retail,Returning,Electronics,Smart Watch,3,92.84,55.12,0.0,No,278.52,113.16
10444,2026-05-08,Zarqa,Retail,Returning,Electronics,Wireless Earbuds,3,54.84,28.33,20.0,No,131.62,46.63
10532,2026-05-10,Amman,Retail,Returning,Accessories,USB-C Cable,5,11.88,3.05,5.0,No,56.43,41.18
10073,2026-04-29,Irbid,Retail,Returning,Accessories,Backpack,3,45.61,23.07,5.0,Yes,15.6,-53.61
10087,2026-06-18,Amman,Wholesale,New,Accessories,USB-C Cable,7,12.16,3.0,0.0,No,85.12,64.12
10189,2026-05-23,Irbid,Online,Returning,Home,Coffee Maker,4,82.75,50.37,25.0,No,248.25,46.77
10178,2026-03-06,Amman,Online,Returning,Home,Air Fryer,3,116.12,73.74,10.0,No,313.52,92.3
10354,2026-04-29,Amman,Online,New,Accessories,USB-C Cable,2,11.8,2.99,10.0,No,21.24,15.26
10191,2026-02-03,Irbid,Wholesale,Returning,Home,Air Fryer,7,113.47,73.46,0.0,No,794.29,280.07
10594,2026-01-04,,Online,Returning,Accessories,USB-C Cable,4,11.73,3.05,0.0,No,46.92,34.72
10107,2026-03-11,Irbid,Online,New,Electronics,Power Bank,1,35.69,18.87,5.0,No,33.91,15.04
10387,2026-03-16,Amman,Retail,New,Home,Air Fryer,5,115.66,70.87,0.0,No,578.3,223.95
10246,2026-03-18,Zarqa,Online,New,Home,Blender,4,59.68,34.86,0.0,No,238.72,99.28
10218,2026-02-06,Zarqa,Online,Returning,Accessories,Backpack,3,43.79,22.18,5.0,No,124.8,58.26
10093,2026-01-17,Zarqa,Retail,New,Accessories,Phone Case,5,17.83,6.2,10.0,No,80.23,49.23
10253,2026-06-12,Zarqa,Online,Returning,Home,Air Fryer,1,118.6,71.35,30.0,No,83.02,11.67
10392,2026-03-02,Zarqa,Online,New,Electronics,Smart Watch,6,98.38,54.71,15.0,Yes,60.21,-268.05
10456,2026-02-17,Zarqa,Online,Returning,Accessories,USB-C Cable,1,11.83,2.99,15.0,No,10.06,7.07
10202,2026-06-09,Amman,Online,New,Home,Blender,5,59.23,35.61,10.0,No,266.53,88.48
10613,2026-02-24,Irbid,Online,Returning,Electronics,Power Bank,2,34.31,18.44,5.0,No,65.19,28.31
10158,2026-04-05,Amman,Wholesale,Returning,Accessories,USB-C Cable,8,12.34,2.98,0.0,No,98.72,74.88
10469,2026-04-04,Irbid,Retail,Returning,Accessories,USB-C Cable,1,11.66,3.06,10.0,No,10.49,7.43
10196,2026-05-31,Zarqa,Online,New,Accessories,Phone Case,6,18.65,5.9,5.0,No,106.3,70.9
10283,2026-06-23,Zarqa,Online,Returning,Accessories,Backpack,3,46.64,23.02,10.0,No,125.93,56.87
10281,2026-03-10,Amman,Wholesale,Returning,Electronics,Smart Watch,8,94.4,54.35,0.0,No,755.2,320.4
10141,2026-02-08,Amman,Wholesale,New,Home,Blender,5,59.31,34.98,5.0,No,281.72,106.82
10391,2026-05-18,Amman,Online,Returning,Electronics,Smart Watch,1,94.33,54.38,25.0,No,70.75,16.37
10463,2026-03-20,Amman,Online,New,Home,Coffee Maker,3,84.29,49.11,15.0,No,214.94,67.61
10222,2026-06-22,Aqaba,Retail,New,Electronics,Wireless Earbuds,6,55.72,28.37,10.0,No,300.89,130.67
10229,2026-05-05,Amman,Retail,New,Home,Coffee Maker,3,85.17,48.55,5.0,No,242.73,97.08
10419,2026-03-05,Amman,Retail,New,Home,Blender,5,59.98,34.13,15.0,No,254.91,84.26
10177,2026-03-21,Zarqa,Retail,Returning,Home,Coffee Maker,6,87.74,50.53,10.0,No,473.8,170.62
10647,2026-01-23,Amman,Online,Returning,Home,Coffee Maker,4,87.83,50.26,10.0,No,316.19,115.15
10525,2026-02-21,Amman,Wholesale,Returning,Accessories,USB-C Cable,10,12.35,3.02,15.0,No,104.97,74.77
10454,2026-02-28,Amman,Online,Returning,Electronics,Power Bank,3,34.54,18.42,20.0,No,82.9,27.64
10645,2026-05-17,Zarqa,Online,New,Accessories,Backpack,1,46.46,22.52,10.0,No,41.81,19.29
10136,2026-03-24,Amman,Retail,New,Electronics,Smart Watch,2,95.81,54.41,10.0,No,172.46,63.64
10595,2026-04-24,Amman,Online,New,Accessories,USB-C Cable,2,12.07,2.99,20.0,No,19.31,13.33
10452,2026-02-06,Amman,Retail,New,Electronics,Wireless Earbuds,3,54.2,28.49,0.0,No,162.6,77.13
10325,2026-05-16,Amman,Online,New,Accessories,Phone Case,3,17.51,6.18,20.0,No,42.02,23.48
10252,2026-03-01,Amman,Online,New,Home,Blender,4,61.16,33.5,5.0,No,232.41,98.41
10648,2026-04-23,Irbid,Retail,Returning,Home,Coffee Maker,6,83.63,50.21,0.0,No,501.78,200.52
10436,2026-05-09,Amman,Retail,New,Accessories,Backpack,3,45.71,22.63,15.0,No,116.56,48.67
10481,2026-05-09,Amman,Online,Returning,Electronics,Wireless Earbuds,3,56.54,28.51,25.0,No,127.22,41.68
10556,2026-06-29,Amman,Online,Returning,Electronics,Power Bank,2,36.13,18.78,10.0,No,65.03,27.47
10320,2026-01-06,Aqaba,Online,Returning,Home,Coffee Maker,1,88.29,49.88,25.0,No,66.22,16.34
10106,2026-01-30,Amman,Retail,Returning,Electronics,Wireless Earbuds,2,53.81,29.45,25.0,Yes,9.69,-49.21
10622,2026-04-25,Amman,Online,Returning,Home,Air Fryer,4,111.55,72.58,30.0,No,312.34,22.02
10263,2026-01-19,Zarqa,Wholesale,New,Accessories,Backpack,8,43.9,22.02,10.0,No,316.08,139.92
10334,2026-02-14,Amman,Online,New,Home,Air Fryer,5,118.6,71.44,25.0,No,444.75,87.55
10457,2026-03-18,Irbid,Wholesale,Returning,Accessories,USB-C Cable,9,12.4,3.06,10.0,No,100.44,72.9
10605,2026-01-08,Amman,Online,Returning,Electronics,Power Bank,5,34.34,18.16,5.0,No,163.12,72.32
10025,2026-05-03,Amman,Retail,Returning,Electronics,Wireless Earbuds,5,53.83,29.52,0.0,No,269.15,121.55
10230,2026-01-03,Amman,Retail,Returning,Electronics,Smart Watch,1,94.44,52.71,10.0,No,85.0,32.29
10598,2026-06-11,Aqaba,Retail,Returning,Accessories,Phone Case,4,18.54,6.06,20.0,No,59.33,35.09
10350,2026-04-21,Irbid,Retail,New,Accessories,USB-C Cable,2,12.1,3.16,10.0,No,21.78,15.46
10164,2026-02-09,Amman,Online,New,Electronics,Smart Watch,2,98.22,53.19,10.0,No,176.8,70.42
10608,2026-02-06,Aqaba,Wholesale,Returning,Electronics,Power Bank,7,35.53,17.75,20.0,No,198.97,74.72
10183,2026-06-28,Amman,Retail,Returning,Home,Blender,4,59.09,33.33,20.0,No,189.09,55.77
10490,2026-06-20,Irbid,Online,Returning,Home,Blender,6,59.87,35.56,25.0,No,269.41,56.05
10382,2026-03-28,Zarqa,Retail,New,Accessories,Backpack,2,45.69,21.8,15.0,No,77.67,34.07
10033,2026-06-08,Zarqa,Online,New,Electronics,Wireless Earbuds,3,56.56,27.56,15.0,No,144.23,61.55
10566,2026-05-20,Amman,Online,New,Electronics,Power Bank,2,36.2,17.79,20.0,Yes,6.95,-28.63
10494,2026-02-12,Irbid,Online,New,Accessories,Backpack,4,46.46,22.78,0.0,No,185.84,94.72
10617,2026-05-27,Amman,Retail,New,Home,Coffee Maker,4,88.07,47.64,5.0,No,334.67,144.11
10644,2026-02-11,Aqaba,Online,Returning,Home,Air Fryer,2,118.53,72.71,5.0,No,225.21,79.79
10077,2026-06-04,Zarqa,Online,Returning,Accessories,Backpack,2,43.86,21.92,5.0,Yes,10.0,-33.84
10020,2026-06-24,Aqaba,Online,Returning,Electronics,Power Bank,6,34.06,18.27,30.0,No,143.05,33.43
10035,2026-05-30,Zarqa,Wholesale,Returning,Home,Air Fryer,8,113.7,71.37,15.0,No,773.16,202.2
10628,2026-02-20,Amman,Wholesale,Returning,Accessories,Phone Case,6,17.84,6.17,15.0,No,90.98,53.96
10248,2026-02-11,Zarqa,Online,Returning,Accessories,Phone Case,6,18.37,5.91,10.0,No,99.2,63.74
10522,2026-03-15,Aqaba,Online,New,Electronics,Smart Watch,6,96.29,54.8,5.0,No,548.85,220.05
10240,2026-04-04,Aqaba,Online,New,Accessories,USB-C Cable,1,11.67,3.01,10.0,No,10.5,7.49
10315,2026-05-25,Zarqa,Retail,New,Home,Air Fryer,1,112.38,74.23,0.0,No,112.38,38.15
10237,2026-02-24,Amman,Online,Returning,Accessories,Backpack,1,46.49,22.16,5.0,No,44.17,22.01
10445,2026-03-15,Zarqa,Retail,Returning,Home,Air Fryer,3,114.34,75.88,20.0,No,274.42,46.78
10096,2026-06-27,Zarqa,Online,New,Accessories,Backpack,6,44.12,23.25,15.0,No,225.01,85.51
10555,2026-05-18,Amman,Wholesale,Returning,Home,Coffee Maker,7,84.79,50.88,15.0,No,504.5,148.34
10186,2026-03-28,Amman,Online,Returning,Electronics,Wireless Earbuds,2,56.26,27.66,15.0,No,95.64,40.32
10061,2026-06-30,Amman,Retail,New,Accessories,Backpack,2,44.17,21.85,10.0,No,79.51,35.81
10019,2026-06-19,Amman,Wholesale,New,Accessories,Backpack,4,44.82,23.02,10.0,No,161.35,69.27
10301,2026-06-14,Amman,Retail,New,Accessories,USB-C Cable,5,11.97,3.03,20.0,No,47.88,32.73
10054,2026-05-07,Amman,Online,New,Accessories,USB-C Cable,1,12.0,3.09,10.0,No,10.8,7.71
10359,2026-01-11,Irbid,Retail,Returning,Electronics,Power Bank,1,34.14,18.51,0.0,No,34.14,15.63
10333,2026-06-17,Amman,Online,New,Accessories,Backpack,6,44.35,22.99,10.0,No,239.49,101.55
10413,2026-02-25,Irbid,Online,Returning,Electronics,Wireless Earbuds,4,53.47,29.27,5.0,No,203.19,86.11
10098,2026-01-17,Irbid,Retail,Returning,Accessories,Backpack,3,46.38,22.96,20.0,No,111.31,42.43
10574,2026-03-30,Amman,Retail,New,Home,Coffee Maker,1,86.04,47.25,10.0,No,77.44,30.19
10303,2026-02-21,Amman,Retail,Returning,Home,Blender,1,61.33,34.25,20.0,No,49.06,14.81
10340,2026-01-10,Zarqa,Online,Returning,Home,Air Fryer,5,116.33,71.97,20.0,No,465.32,105.47
10295,2026-04-05,Irbid,Online,New,Home,Air Fryer,3,114.38,75.67,15.0,No,291.67,64.66
10031,2026-01-27,Amman,Online,New,Home,Air Fryer,1,112.96,70.87,0.0,No,112.96,42.09
10642,2026-03-22,Irbid,Online,Returning,Accessories,Backpack,3,45.31,21.79,0.0,No,135.93,70.56
10553,2026-06-05,Amman,Online,New,Home,Coffee Maker,2,83.9,49.71,20.0,No,134.24,34.82
10232,2026-05-19,Aqaba,Online,Returning,Accessories,USB-C Cable,4,12.47,2.94,5.0,No,47.39,35.63
10449,2026-04-25,Irbid,Online,Returning,Accessories,USB-C Cable,2,11.97,3.02,30.0,No,16.76,10.72
10199,2026-05-15,Amman,Wholesale,Returning,Electronics,Wireless Earbuds,8,57.09,29.46,0.0,No,456.72,221.04
10146,2026-06-06,Zarqa,Wholesale,Returning,Accessories,Backpack,8,45.44,22.37,10.0,No,327.17,148.21
10437,2026-05-04,Zarqa,Retail,Returning,Home,Air Fryer,2,114.96,72.16,5.0,No,218.42,74.1
10599,2026-06-08,Zarqa,Retail,New,Home,Coffee Maker,5,84.25,50.83,25.0,No,315.94,61.79
10388,2026-04-30,Amman,Retail,Returning,Accessories,Backpack,1,46.36,22.16,20.0,No,37.09,14.93
10317,2026-06-19,Aqaba,Wholesale,Returning,Home,Air Fryer,9,117.75,76.31,15.0,No,900.79,214.0
10541,2026-02-28,Zarqa,Wholesale,Returning,Home,Air Fryer,4,116.85,73.84,5.0,No,444.03,148.67
10401,2026-04-02,Amman,Online,Returning,Electronics,Wireless Earbuds,1,54.23,28.77,25.0,No,40.67,11.9
10125,2026-03-08,Amman,Retail,Returning,Electronics,Wireless Earbuds,2,53.8,28.31,15.0,No,91.46,34.84
10166,2026-06-21,Aqaba,Online,Returning,Electronics,Smart Watch,4,96.49,53.76,5.0,No,366.66,151.62
10242,2026-01-17,Zarqa,Retail,New,Electronics,Wireless Earbuds,5,56.6,29.45,15.0,No,240.55,93.3
10451,2026-04-14,Zarqa,Online,New,Electronics,Smart Watch,4,95.43,53.67,5.0,No,362.63,147.95
10004,2026-06-25,Amman,Online,Returning,Accessories,USB-C Cable,5,11.95,3.05,30.0,No,41.82,26.57
10547,2026-03-20,Aqaba,Online,New,Electronics,Smart Watch,2,95.74,53.26,10.0,No,172.33,65.81
10149,2026-05-30,Aqaba,Online,Returning,Accessories,USB-C Cable,4,12.21,3.08,5.0,Yes,5.57,-6.75
10415,2026-06-14,Amman,Online,New,Electronics,Power Bank,4,34.09,17.95,20.0,No,109.09,37.29
10328,2026-05-08,Amman,Wholesale,Returning,Electronics,Smart Watch,8,92.74,55.01,25.0,No,556.44,116.36
10466,2026-05-05,Amman,Wholesale,New,Accessories,USB-C Cable,7,12.08,3.02,20.0,No,67.65,46.51
10535,2026-04-01,Amman,Online,Returning,Home,Blender,3,60.58,33.85,20.0,No,145.39,43.84
10130,2026-06-19,Amman,Retail,Returning,Home,Blender,2,58.8,35.71,20.0,No,94.08,22.66
10390,2026-06-09,Aqaba,Online,New,Electronics,Smart Watch,4,92.2,53.44,10.0,No,331.92,118.16
10558,2026-03-24,Amman,Online,New,Electronics,Smart Watch,6,97.57,54.08,5.0,No,556.15,231.67
10518,2026-03-13,Irbid,Wholesale,New,Electronics,Wireless Earbuds,4,53.97,28.92,20.0,No,172.7,57.02
10290,2026-02-21,Amman,Retail,Returning,Electronics,Smart Watch,5,96.17,52.61,10.0,Yes,51.93,-211.12
10624,2026-06-01,Irbid,Online,Returning,Electronics,Power Bank,2,34.37,18.37,5.0,No,65.3,28.56
10119,2026-05-26,Irbid,Wholesale,New,Electronics,Smart Watch,10,93.98,51.54,0.0,No,939.8,424.4
10459,2026-02-26,Amman,Wholesale,Returning,Home,Air Fryer,6,114.5,74.69,5.0,No,652.65,204.51
10431,2026-05-07,Zarqa,Retail,Returning,Home,Air Fryer,5,113.75,70.65,10.0,No,511.88,158.62
10332,2026-06-30,Irbid,Retail,New,Home,Blender,5,59.07,34.85,10.0,No,265.82,91.57
10159,2026-01-13,Zarqa,Online,Returning,Accessories,USB-C Cable,6,11.9,2.99,25.0,No,53.55,35.61
10086,2026-06-15,Irbid,Online,New,Home,Air Fryer,2,117.28,71.43,5.0,No,222.83,79.97
10204,2026-02-25,Amman,Retail,Returning,Home,Air Fryer,4,112.64,74.55,15.0,No,382.98,84.78
10528,2026-01-01,Aqaba,Online,New,Accessories,Phone Case,3,18.47,5.94,20.0,No,44.33,26.51
10386,2026-06-26,Irbid,Retail,New,Home,Air Fryer,6,118.85,75.62,10.0,No,641.79,188.07
10411,2026-06-11,Amman,Wholesale,Returning,Electronics,Power Bank,6,35.59,18.45,20.0,No,170.83,60.13
10102,2026-04-16,Amman,Online,New,Accessories,Phone Case,3,17.52,6.11,15.0,No,44.68,26.35
10175,2026-01-20,Amman,Wholesale,New,Accessories,Phone Case,6,18.05,6.07,0.0,No,108.3,71.88
10057,2026-04-06,Amman,Retail,Returning,Home,Coffee Maker,4,85.45,49.04,20.0,No,273.44,77.28
10055,2026-06-25,Amman,Online,Returning,Home,Blender,4,60.19,33.93,5.0,No,228.72,93.0
10593,2026-02-23,Amman,Retail,Returning,Accessories,USB-C Cable,1,11.8,3.0,0.0,No,11.8,8.8
10063,2026-01-08,Amman,Online,New,Home,Blender,2,59.18,34.11,0.0,No,118.36,50.14
10568,2026-04-13,Amman,Retail,Returning,Home,Coffee Maker,4,85.07,50.01,0.0,No,340.28,140.24
10289,2026-04-10,Zarqa,Retail,Returning,Home,Air Fryer,2,111.75,72.07,15.0,No,189.97,45.84
10378,2026-01-17,Zarqa,Online,Returning,Accessories,Phone Case,3,17.77,6.06,0.0,No,53.31,35.13
10074,2026-01-09,Zarqa,Retail,New,Accessories,Backpack,3,45.77,21.98,20.0,No,109.85,43.91
10585,2026-06-12,Amman,Online,New,Electronics,Wireless Earbuds,1,55.62,28.46,5.0,No,52.84,24.38
10118,2026-05-11,Amman,Online,New,Accessories,Phone Case,1,18.3,5.89,25.0,No,13.73,7.84
10212,2026-02-28,Zarqa,Wholesale,New,Electronics,Smart Watch,9,98.7,54.73,25.0,No,666.23,173.66
10016,2026-01-19,Zarqa,Online,Returning,Home,Blender,3,58.55,34.64,15.0,No,149.3,45.38
10493,2026-04-16,Amman,Online,Returning,Accessories,Phone Case,1,18.43,6.3,25.0,No,13.82,7.52
10362,2026-01-11,Amman,Online,New,Electronics,Power Bank,4,35.54,18.2,15.0,No,120.84,48.04
10075,2026-04-05,Irbid,Online,Returning,Home,Blender,3,58.99,33.55,15.0,No,150.42,49.77
10022,2026-03-16,Amman,Retail,New,Home,Blender,1,58.72,35.58,5.0,No,55.78,20.2
10215,2026-06-26,Amman,Retail,New,Electronics,Power Bank,5,35.38,17.67,0.0,No,176.9,88.55
10530,2026-01-30,Zarqa,Online,Returning,Electronics,Wireless Earbuds,6,54.4,27.79,20.0,No,261.12,94.38
10485,2026-04-02,Amman,Retail,Returning,Accessories,USB-C Cable,1,11.98,3.15,0.0,No,11.98,8.83
10258,2026-04-17,Irbid,Online,Returning,Accessories,Phone Case,5,17.99,5.97,25.0,No,67.46,37.61
10018,2026-03-02,Irbid,Online,Returning,Electronics,Power Bank,1,34.64,18.59,15.0,No,29.44,10.85
10193,2026-02-14,Irbid,Wholesale,Returning,Accessories,Phone Case,8,18.26,6.11,5.0,No,138.78,89.9
10151,2026-01-01,Zarqa,Online,New,Home,Blender,5,60.45,35.95,10.0,No,272.03,92.28
10373,2026-01-20,Amman,Retail,Returning,Electronics,Smart Watch,3,95.03,52.43,0.0,No,285.09,127.8
10032,2026-04-04,Amman,Online,Returning,Accessories,Backpack,5,44.22,21.98,25.0,No,165.82,55.92
10104,2026-01-20,Aqaba,Wholesale,New,Accessories,USB-C Cable,5,12.1,2.96,5.0,No,57.47,42.67
10139,2026-04-13,Irbid,Retail,New,Accessories,Phone Case,6,18.06,6.33,10.0,No,97.52,59.54
10430,2026-01-16,Aqaba,Wholesale,New,Accessories,USB-C Cable,7,11.91,2.95,5.0,No,79.2,58.55
10226,2026-02-16,Zarqa,Online,New,Home,Blender,3,59.4,34.23,15.0,No,151.47,48.78
10112,2026-04-07,Amman,Online,Returning,Accessories,Backpack,3,46.15,22.66,5.0,No,131.53,63.55
10008,2026-04-13,Zarqa,Retail,Returning,Home,Coffee Maker,4,84.26,47.16,10.0,No,303.34,114.7
10079,2026-03-04,Amman,Online,Returning,Accessories,USB-C Cable,2,12.14,3.1,15.0,No,20.64,14.44
10380,2026-03-03,Zarqa,Retail,Returning,Accessories,Phone Case,5,17.5,5.94,5.0,No,83.12,53.42
10564,2026-04-14,Amman,Online,New,Electronics,Power Bank,1,35.49,17.74,5.0,No,33.72,15.98
10371,2026-04-01,Irbid,Wholesale,New,Electronics,Smart Watch,11,96.42,53.91,10.0,No,954.56,361.55
10344,2026-03-26,Amman,Online,New,Accessories,Phone Case,1,18.24,5.88,15.0,No,15.5,9.62
10366,2026-02-22,Amman,Retail,Returning,Accessories,Backpack,3,45.17,22.33,15.0,No,115.18,48.19
10467,2026-05-12,Irbid,Retail,Returning,Electronics,Power Bank,2,36.07,18.1,10.0,No,64.93,28.73
10084,2026-06-12,Amman,Online,New,Accessories,Backpack,2,46.37,21.56,5.0,No,88.1,44.98
10434,2026-05-25,Irbid,Retail,Returning,Accessories,Phone Case,4,18.15,6.01,15.0,No,61.71,37.67
10285,2026-05-08,Irbid,Online,New,Electronics,Power Bank,6,35.33,18.17,10.0,No,190.78,81.76
10076,2026-03-13,Irbid,Retail,Returning,Home,Coffee Maker,2,83.26,49.25,10.0,No,149.87,51.37
10542,2026-04-10,Zarqa,Online,New,Accessories,Backpack,1,45.01,21.7,5.0,No,42.76,21.06
10464,2026-02-19,Zarqa,Retail,New,Accessories,Backpack,2,46.06,23.03,0.0,No,92.12,46.06
10003,2026-06-05,Zarqa,Retail,New,Accessories,Phone Case,1,18.44,5.97,20.0,No,14.75,8.78
10408,2026-01-11,Irbid,Online,New,Electronics,Power Bank,3,36.11,19.01,20.0,No,86.66,29.63
10299,2026-02-15,Amman,Retail,Returning,Accessories,Phone Case,6,17.83,6.3,20.0,No,85.58,47.78
10080,2026-04-06,Amman,Online,New,Home,Blender,6,61.53,35.45,10.0,No,332.26,119.56
10270,2026-03-23,Irbid,Online,New,Accessories,Backpack,4,46.05,23.3,0.0,No,184.2,91.0
10209,2026-02-09,Amman,Wholesale,New,Home,Coffee Maker,7,86.27,48.62,5.0,No,573.7,233.36
10342,2026-03-30,Irbid,Online,Returning,Accessories,Backpack,5,44.68,21.97,0.0,No,223.4,113.55
10219,2026-03-06,Amman,Retail,Returning,Electronics,Wireless Earbuds,4,56.09,27.67,20.0,No,179.49,68.81
10194,2026-06-28,Amman,Online,Returning,Electronics,Wireless Earbuds,2,57.12,29.42,20.0,No,91.39,32.55
10521,2026-04-09,Zarqa,Wholesale,Returning,Accessories,Backpack,7,45.21,22.84,5.0,No,300.65,140.77
10497,2026-06-20,Amman,Retail,New,Home,Coffee Maker,5,85.56,48.27,0.0,No,427.8,186.45
10198,2026-02-09,Amman,Wholesale,Returning,Electronics,Wireless Earbuds,7,55.18,28.45,10.0,No,347.63,148.48
